Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Lourdes Gurriel Jr.,- - -,397,1586,50,177,217,8,0.059899117,0.178436317,0.173260573,0.310586176,0.276261937,0.323863636,0.44952251,0.331835739,,110.5973245,-8.649373573,11.27894002,-14.92013979,4.98034599
Tony Kemp,OAK,397,1358,20,156,110,34,0.102356406,0.115611192,0.11006826,0.261431411,0.241467576,0.329359165,0.351535836,0.304226588,,98.46126558,7.953424478,6.095358236,-2.245317042,4.972041186
Josh Donaldson,- - -,307,1234,52,147,152,2,0.117504051,0.242301458,0.199811499,0.257575757,0.225259189,0.320907617,0.425070688,0.323015229,,108.7563355,-9.461118444,3.957576306,3.609885812,4.939412622
Adam Frazier,- - -,441,1666,21,201,145,30,0.073229291,0.120048019,0.10837766,0.294117647,0.26662234,0.327690447,0.375,0.308590235,,97.05708373,1.255919165,-3.154322106,-3.505973991,4.910883784
Trevor Story,- - -,269,1120,42,149,151,41,0.080357142,0.273214285,0.19960278,0.296407185,0.238331678,0.307142857,0.437934458,0.318884938,,91.04739008,9.436334125,-2.696180755,12.87835819,4.842970336
Ramón Urías,BAL,310,1118,27,126,131,5,0.075134168,0.23881932,0.139026812,0.330083565,0.262164846,0.329147982,0.401191658,0.320407591,,105.9769332,1.284030662,9.216633059,0.54862994,4.821571962
Cody Bellinger,- - -,358,1406,54,197,195,37,0.073257467,0.231152204,0.184169279,0.268266085,0.235109717,0.291607396,0.419278996,0.304143421,,93.2749816,10.37232238,-1.23603321,1.226792872,4.818675568
Seiya Suzuki,CHC,238,980,32,120,111,15,0.096938775,0.236734693,0.184119678,0.328455284,0.269275028,0.341836734,0.453394706,0.341562583,,118.0655028,-2.604949755,18.78013766,-5.28038013,4.759754467
Brendan Donovan,STL,221,839,16,112,79,7,0.110846245,0.146603098,0.115598885,0.321305841,0.282729805,0.381123058,0.39832869,0.346896843,,123.9755122,1.285985613,25.20719163,-7.222674042,4.757490291
Kyle Farmer,- - -,401,1433,41,161,179,7,0.051639916,0.193300767,0.146697389,0.292878635,0.255760368,0.313286713,0.402457757,0.311776161,,93.00775247,-5.433406728,-17.64002015,15.8573339,4.73756628
Jonathan India,CIN,362,1542,47,216,167,28,0.093385214,0.217250324,0.163922156,0.306016597,0.255988023,0.348475016,0.419910179,0.336892089,,106.6164587,-1.81486455,11.41658313,-16.49098161,4.727422105
Andrew Benintendi,- - -,401,1642,27,187,168,29,0.083434835,0.15773447,0.120189061,0.322580645,0.281566509,0.342281879,0.40175557,0.32441699,,105.1913257,2.837512703,12.26287783,-21.95680988,4.661361034
Gary Sánchez,- - -,320,1178,58,129,162,2,0.095925297,0.275042444,0.213051823,0.236881559,0.207293666,0.292869269,0.420345489,0.30808771,,98.58344161,-8.187021448,-9.668682043,15.82313117,4.587886209
Josh Naylor,CLE,300,1191,44,123,191,16,0.067170445,0.157010915,0.184403669,0.296551724,0.27706422,0.328571428,0.461467889,0.335589619,,118.3757698,-8.062989066,17.48028023,-12.72815567,4.505611438
J.D. Davis,- - -,324,1100,35,125,127,3,0.102727272,0.305454545,0.166144201,0.354026845,0.257053291,0.343351548,0.423197492,0.334565738,,115.199253,-4.909630431,15.47469606,-8.105078757,4.498182419
Austin Slater,SFG,336,824,24,111,86,29,0.104368932,0.275485436,0.154482759,0.338235294,0.255172413,0.342233009,0.409655172,0.329970017,,112.1097001,5.874491621,17.62392409,-1.749583051,4.474533936
Mitch Garver,- - -,198,758,40,92,103,2,0.122691292,0.258575197,0.234303215,0.289786223,0.248085758,0.346103038,0.482388973,0.356137197,,128.2463705,-1.043778821,24.92911059,-5.807909876,4.464044421
James Outman,LAD,143,536,22,84,69,15,0.123134328,0.324626865,0.194260485,0.352490421,0.251655629,0.360074626,0.445916114,0.351066985,,122.9954707,5.71395602,20.76765106,5.613128006,4.463926129
Lane Thomas,- - -,368,1438,49,191,159,32,0.077190542,0.247566063,0.181398924,0.309471365,0.253651037,0.316411682,0.435049961,0.324222741,,104.3046795,4.703921755,12.54923682,-17.9334721,4.371299112
Mike Zunino,- - -,187,638,41,82,89,0,0.086206896,0.37460815,0.258741258,0.238095238,0.194055944,0.27429467,0.452797202,0.310111239,,100.2905231,-1.110932786,-0.068042523,21.35435998,4.294802411
Rhys Hoskins,PHI,263,1115,57,145,150,5,0.106726457,0.248430493,0.242331289,0.283076923,0.246421267,0.333034111,0.488752556,0.352851793,,124.1491385,-4.804672493,27.81765278,-23.69912016,4.287653534
Manuel Margot,TBR,302,1119,17,126,136,28,0.069705093,0.169794459,0.114035087,0.30108827,0.259259259,0.313059033,0.373294346,0.299648019,,95.12008034,2.11695881,-4.648805633,8.991195917,4.252322461
TJ Friedl,CIN,214,805,23,107,83,31,0.078260869,0.156521739,0.178217821,0.28697183,0.263083451,0.333751568,0.441301272,0.334417383,,105.8128514,9.298297039,15.05980221,-0.121746883,4.236058678
Luis Urías,- - -,318,1208,42,147,139,6,0.109271523,0.2102649,0.17248062,0.271505376,0.236434108,0.337770382,0.408914728,0.327969043,,106.1964281,-2.154832966,7.025109862,-7.117464751,4.184117483
Santiago Espinal,TOR,314,981,11,111,93,14,0.077471967,0.133537206,0.095398429,0.308100929,0.272727272,0.332650972,0.368125701,0.309585463,,98.47012954,0.735655916,-0.992936912,9.153537005,4.173513356
Eduardo Escobar,- - -,374,1430,54,167,187,3,0.073426573,0.226573426,0.188880426,0.279661016,0.24219345,0.297410776,0.431073876,0.312126265,,98.12153951,1.840231424,-1.205477683,-7.01133585,4.126600576
LaMonte Wade Jr.,SFG,312,1120,41,141,123,9,0.116964285,0.20625,0.178683386,0.281791907,0.24660397,0.344144144,0.425287356,0.335637517,,114.6100517,-0.216773761,20.41593801,-17.25503081,4.112421503
Josh Bell,- - -,439,1786,64,201,225,0,0.114221724,0.184770436,0.177792041,0.285957446,0.256739409,0.343627175,0.43453145,0.337641386,,114.9247226,-15.70842586,16.57606915,-37.29334539,4.072429381
Gavin Lux,LAD,231,852,13,115,88,11,0.103286384,0.208920187,0.123015873,0.322807017,0.26058201,0.338028169,0.383597883,0.317143905,,103.0967388,7.009407018,9.660794354,0.796792954,4.063912203
Kyle Higashioka,NYY,239,708,30,70,94,0,0.060734463,0.257062146,0.180704441,0.247216035,0.215926493,0.262411347,0.396630934,0.282913056,,81.35509063,-2.566938583,-18.27058751,33.29026937,3.94014327
Edmundo Sosa,- - -,289,791,17,98,76,14,0.037926675,0.226295828,0.144645341,0.314990512,0.254520166,0.31210191,0.399165507,0.309201161,,94.79177383,1.689239089,-3.115930609,15.12280819,3.931586111
Tommy Pham,- - -,418,1621,48,215,174,43,0.10795805,0.242442936,0.161267606,0.297379032,0.241549295,0.32757557,0.402816901,0.319170942,,101.8612657,5.818223369,10.23230673,-25.51489162,3.930896639
Ryan Jeffers,MIN,240,831,31,93,97,3,0.090252707,0.309265944,0.182065218,0.302895322,0.226902173,0.30992736,0.408967391,0.314208708,,101.7714556,-5.198902104,-3.300995528,14.31112987,3.922340008
Jack Suwinski,PIT,238,859,44,101,104,16,0.129220023,0.317811408,0.225409836,0.258907363,0.209016393,0.318975552,0.434426229,0.326910413,,104.8873568,4.344088364,9.61859029,-0.368696004,3.904816312
Patrick Wisdom,CHC,330,1192,74,161,168,16,0.095637583,0.36828859,0.257332072,0.276051188,0.212866603,0.297729184,0.470198675,0.328529381,,108.7698645,-0.234845878,12.7617002,-14.8364042,3.875982516
Kolten Wong,- - -,328,1224,33,159,123,32,0.076797385,0.180555555,0.159300185,0.275207591,0.244014732,0.319148936,0.403314917,0.315021918,,99.05773575,4.306872005,2.929293092,-6.814740937,3.875295027
Ramón Laureano,- - -,277,1130,36,132,107,32,0.07079646,0.269026548,0.172888015,0.289705882,0.228880157,0.303539823,0.401768172,0.308363987,,100.8074417,2.270745347,3.612338276,-3.017430842,3.875290583
Jean Segura,- - -,314,1280,27,146,112,28,0.0671875,0.14296875,0.112917023,0.296680497,0.267750213,0.326291079,0.380667236,0.309762694,,93.55056377,-4.863209636,-15.07555713,9.59743011,3.873422042
Ryan Mountcastle,BAL,400,1654,73,202,241,11,0.07255139,0.254534461,0.197070572,0.304178814,0.256990679,0.312575574,0.454061251,0.327442814,,110.3706806,0.803581703,21.2063756,-38.7565446,3.835270457
Tyrone Taylor,MIL,285,886,36,112,121,17,0.054176072,0.230248306,0.202205883,0.270223752,0.236519607,0.291196388,0.43872549,0.313361793,,97.24577255,2.60213432,-0.413761338,6.739748925,3.729056628
Omar Narváez,- - -,249,867,16,86,78,0,0.09573241,0.189158016,0.112860892,0.273648648,0.2335958,0.313294797,0.346456692,0.291344958,,82.21394761,-3.100713389,-21.54612905,28.30965659,3.665435564
Geraldo Perdomo,ARI,292,992,11,127,85,25,0.114919354,0.188508064,0.091885442,0.271317829,0.22195704,0.321280991,0.313842482,0.287679759,,80.2590226,10.08941566,-12.60137018,15.28066321,3.648937529
Dylan Moore,SEA,286,774,25,98,86,49,0.1124031,0.30620155,0.172205438,0.266169154,0.19939577,0.310880829,0.371601208,0.302487135,,97.25284579,4.173525653,0.896638659,8.486433685,3.628677079
Jorge Mateo,- - -,346,1070,24,135,96,74,0.053271028,0.261682242,0.143002028,0.286337209,0.224137931,0.271954674,0.367139959,0.278237531,,78.07064911,11.63220234,-16.15048392,15.46655007,3.593333545
Jace Peterson,- - -,335,1038,20,113,102,35,0.11078998,0.241811175,0.119733925,0.294209702,0.230598669,0.321083172,0.350332594,0.298230159,,88.49195774,11.02891729,-3.494682899,3.2204974,3.590520099
Michael Brantley,HOU,197,829,15,102,79,2,0.07840772,0.102533172,0.128647215,0.322678843,0.301061007,0.359903381,0.429708222,0.343271402,,121.8470535,-2.186962017,19.24183862,-11.80252935,3.582035304
Gio Urshela,- - -,322,1221,29,125,137,5,0.058149058,0.197379197,0.133920705,0.331050228,0.281057268,0.322686322,0.414977973,0.319241633,,106.0172185,-13.9605319,-5.95099465,0.145546913,3.580402173
Jake Fraley,- - -,250,871,36,101,128,34,0.121699196,0.221584385,0.189839572,0.286259541,0.248663101,0.348275862,0.438502673,0.342105773,,114.6384595,4.236567637,19.59209021,-14.12751973,3.552763031
Joey Wendle,- - -,343,1181,16,132,106,27,0.046570702,0.193903471,0.123175183,0.30116279,0.250912408,0.294817332,0.374087591,0.289641254,,84.02300891,0.945843043,-22.03501482,16.03966022,3.483690057
Reese McGuire,- - -,233,682,5,61,48,2,0.055718475,0.221407624,0.096774193,0.339019189,0.264516129,0.310911808,0.361290322,0.295275566,,83.74994136,-2.408502061,-15.60986157,26.68558037,3.454569463
Jon Berti,MIA,309,1055,11,127,75,63,0.089099526,0.212322274,0.091005291,0.310055865,0.246560846,0.317490494,0.337566137,0.291553547,,82.51895085,11.48949736,-11.3123994,9.168541104,3.453671572
Nick Castellanos,- - -,420,1772,71,224,257,20,0.05812641,0.239277652,0.193430657,0.336488812,0.281021897,0.325620767,0.474452554,0.341150525,,112.8265097,-6.789789438,22.42310572,-48.09741926,3.394015585
Miguel Rojas,- - -,386,1440,19,145,113,30,0.061805555,0.125,0.101284959,0.270962047,0.246409674,0.299442896,0.347694633,0.284943591,,78.2224375,-4.757912404,-42.58326495,27.17807961,3.376206487
Isiah Kiner-Falefa,- - -,410,1552,18,178,136,55,0.05863402,0.145618556,0.08269096,0.29673093,0.260686755,0.311570782,0.343377715,0.288793847,,83.63469574,3.659443634,-26.58708269,7.211939543,3.3230299
Jake Meyers,HOU,209,660,17,77,76,10,0.065151515,0.289393939,0.148086522,0.315656565,0.236272878,0.29787234,0.3843594,0.297732394,,89.72075068,4.924708475,-2.778737809,13.48834966,3.300338569
Salvador Perez,KCR,408,1689,92,192,269,1,0.037892243,0.240970988,0.218908629,0.2923923,0.260786802,0.301126259,0.479695431,0.329778278,,106.7640328,-8.296283297,5.526313655,-29.53775978,3.297415332
David Peralta,- - -,406,1413,27,138,173,7,0.075017692,0.19249823,0.144080997,0.303303303,0.257009345,0.314932767,0.401090342,0.308675054,,95.21304652,-2.361161357,-10.95291545,-4.41661489,3.288023919
Kris Bryant,- - -,258,1069,40,148,117,10,0.100093545,0.202057998,0.187035069,0.309143686,0.268862911,0.352666043,0.45589798,0.349478548,,114.0794483,3.111221952,21.89375298,-25.59390515,3.278271128
Josh Lowe,TBR,180,665,20,85,88,34,0.064661654,0.272180451,0.176948052,0.342105263,0.264610389,0.313253012,0.441558441,0.323395764,,111.0431536,8.493822014,17.61102857,-7.132450525,3.272698511
Joc Pederson,- - -,381,1302,54,167,180,5,0.100614439,0.227342549,0.203166227,0.291614518,0.252418645,0.337941628,0.455584872,0.341325693,,118.3298153,-2.267732165,25.7213116,-38.09664011,3.26043411
Jesús Sánchez,MIA,277,962,40,106,123,4,0.085239085,0.271309771,0.207373272,0.298245614,0.241935483,0.312174817,0.449308755,0.326551609,,105.5844827,-6.350660623,0.667621106,-1.269777,3.223210781
Giancarlo Stanton,NYY,344,1422,90,160,233,0,0.107594936,0.285513361,0.244426752,0.260756192,0.230891719,0.315270935,0.475318471,0.337478782,,118.5039763,-14.04864118,17.52096917,-33.61122987,3.21761315
Jonathan Schoop,DET,342,1335,33,148,129,7,0.051685393,0.207490636,0.132258064,0.281779661,0.241129032,0.284644194,0.373387096,0.28547286,,80.5997545,-1.675387138,-31.01481541,17.79887518,3.201293889
Matt McLain,CIN,89,403,16,65,50,14,0.076923076,0.285359801,0.216438357,0.384615384,0.290410958,0.357320099,0.506849315,0.370082656,,127.7914087,0.808646191,14.70328861,3.720880151,3.196721717
Yasmani Grandal,CHW,307,1144,36,108,122,1,0.14597902,0.215034965,0.144050104,0.262773722,0.225469728,0.34295713,0.369519832,0.318066692,,101.6643702,-16.8033113,-13.10721688,6.725920379,3.17737371
Jake Rogers,DET,137,464,25,62,61,2,0.081896551,0.329741379,0.232613909,0.286307053,0.225419664,0.29347826,0.458033573,0.320256393,,102.7129187,0.579565236,2.135289595,13.69250989,3.161814907
Evan Longoria,- - -,241,816,38,101,114,1,0.101715686,0.272058823,0.211911357,0.293617021,0.243767313,0.321078431,0.45567867,0.331533224,,111.6650293,-6.474963682,5.176375809,-1.979257181,3.14483336
C.J. Cron,- - -,362,1453,69,187,231,1,0.082587749,0.237439779,0.220169361,0.306919642,0.264819091,0.334710743,0.484988452,0.349534824,,107.1922041,-7.982678641,5.476054913,-24.12755006,3.110117762
Josh Harrison,- - -,298,1097,17,116,97,11,0.050136736,0.151321786,0.114688129,0.298288508,0.262575452,0.32358318,0.377263581,0.308975092,,95.96786225,-2.127968162,-7.207636711,0.99460645,3.084190442
Mitch Haniger,- - -,270,1152,56,167,162,2,0.076388888,0.254340277,0.209414025,0.281650071,0.243996157,0.307291666,0.453410182,0.324651573,,110.5964841,-1.751183357,12.81403383,-21.26091117,3.081563088
Patrick Bailey,SFG,89,326,7,29,48,1,0.064417177,0.279141104,0.137123746,0.336633663,0.25083612,0.305555555,0.387959866,0.302435498,,91.51038937,-0.561575141,-3.995075842,23.81336021,3.075193098
Andrew McCutchen,- - -,390,1627,56,199,192,25,0.130915795,0.218807621,0.171593367,0.275757575,0.237202595,0.340503995,0.408795962,0.328577503,,106.1888298,-4.153652908,8.585888466,-32.98408338,3.070750429
Jake McCarthy,ARI,213,725,12,98,62,52,0.078620689,0.217931034,0.120930233,0.329140461,0.262015503,0.333333333,0.382945736,0.317034632,,100.266899,12.9238358,12.68154096,-7.772826396,3.0568
Donovan Solano,- - -,306,1059,16,95,93,2,0.077431539,0.19924457,0.114164905,0.345730027,0.282241014,0.351606805,0.396405919,0.328538847,,108.1697286,-4.76972089,5.769049298,-11.33556008,3.05547085
Enrique Hernández,- - -,357,1464,35,185,159,5,0.088114754,0.187158469,0.14789272,0.271018793,0.236781609,0.309426229,0.384674329,0.303240031,,86.87091676,-0.468504107,-22.6888481,3.743537337,3.050701267
Seth Brown,OAK,363,1212,58,128,170,17,0.084158415,0.271452145,0.219489981,0.261173184,0.223132969,0.291494632,0.44262295,0.313879998,,105.8451819,0.120164901,7.982159915,-18.64436406,3.036096123
Jake Burger,- - -,196,725,42,93,104,1,0.062068965,0.289655172,0.259090909,0.295399515,0.248484848,0.308011049,0.507575757,0.344847686,,119.5056127,-0.718116811,16.39167131,-10.36462936,3.035051694
Yan Gomes,- - -,295,1046,31,114,135,3,0.042065009,0.18833652,0.147692308,0.286279683,0.254358974,0.293779904,0.402051282,0.298833292,,88.43244338,-4.482557401,-18.78382173,13.36170992,3.03201401
Riley Greene,DET,192,834,16,97,79,8,0.085131894,0.280575539,0.133952254,0.369351669,0.270557029,0.334532374,0.404509283,0.323389414,,107.8848198,1.314496578,9.332735539,-6.960563987,3.015418279
Joey Votto,CIN,276,1125,61,127,175,1,0.128,0.248888888,0.244258873,0.260869565,0.232776617,0.343111111,0.47703549,0.351793978,,116.6686622,-4.185004208,19.97512422,-27.66486001,3.000033857
Tyler Stephenson,CIN,315,1071,27,134,130,1,0.091503267,0.23436041,0.139705882,0.34457478,0.275210084,0.348272642,0.414915966,0.333131501,,103.7248026,-6.697438279,-2.109883644,-5.120716631,2.980998205
Nolan Gorman,STL,208,777,41,103,111,8,0.104247104,0.323037323,0.222060958,0.298245614,0.232220609,0.316602316,0.454281567,0.332829074,,113.3933191,2.153798965,14.9291411,-11.8185181,2.956074767
Trayce Thompson,- - -,155,434,23,58,66,7,0.133640552,0.380184331,0.234501348,0.329729729,0.226415094,0.334101382,0.460916442,0.345282202,,122.215299,3.753838809,15.0926922,-1.792538017,2.921365663
Leody Taveras,TEX,278,1032,20,113,103,35,0.05620155,0.249031007,0.130344109,0.315406976,0.247132429,0.29113924,0.377476538,0.290643064,,82.75001689,7.816973191,-13.64956011,7.755713638,2.901920723
Max Stassi,LAA,189,694,22,77,65,0,0.095100864,0.306916426,0.151219512,0.27748691,0.208130081,0.294372294,0.359349593,0.289812302,,82.58439275,-4.093227444,-17.52662004,23.56640005,2.900446263
Francisco Alvarez,NYM,117,409,24,51,57,2,0.083129584,0.254278728,0.230352303,0.232365145,0.216802168,0.293398533,0.447154471,0.318446133,,103.5144686,-4.031395684,-2.271952243,16.98280999,2.849024308
Rafael Ortega,- - -,257,810,19,92,75,30,0.113580246,0.208641975,0.134094151,0.313461538,0.259629101,0.34658385,0.393723252,0.325341927,,106.8887487,-1.501978847,5.767113754,-5.220628142,2.825064504
Orlando Arcia,- - -,232,814,28,96,103,2,0.077395577,0.202702702,0.161943319,0.289330922,0.253711201,0.314496314,0.41565452,0.316885601,,98.08243171,-2.597722917,-4.771710985,4.681561664,2.769547163
Royce Lewis,MIN,68,272,16,40,56,6,0.073529411,0.216911764,0.236,0.348571428,0.308,0.363970588,0.544,0.387544952,,151.5978047,0.148117788,16.88044403,1.490175962,2.768103316
Michael Conforto,- - -,240,917,29,109,111,5,0.118865866,0.221374045,0.151785714,0.284946236,0.239795918,0.34351145,0.391581632,0.322534664,,105.0481929,-0.553526986,5.258761278,-8.696456045,2.753054394
Kerry Carpenter,DET,137,520,26,66,73,5,0.063461538,0.253846153,0.212631578,0.335423197,0.28,0.338461538,0.492631578,0.355173436,,128.295226,-0.599390153,16.88237208,-7.23521778,2.728887378
Alec Bohm,PHI,401,1611,37,194,210,10,0.063935443,0.191185599,0.125845738,0.316840277,0.271989174,0.320297951,0.397834912,0.312478828,,96.21611041,-7.92782698,-15.72028181,-12.18294185,2.722226829
AJ Pollock,- - -,309,1093,40,129,140,12,0.064958828,0.192131747,0.179920477,0.282722513,0.254473161,0.306495882,0.434393638,0.317827248,,102.7802535,-1.308321318,3.639682129,-12.94837933,2.68956187
Kyle Seager,SEA,159,670,35,73,101,3,0.088059701,0.240298507,0.225538972,0.226277372,0.212271973,0.285074626,0.437810945,0.307634874,,98.32495936,-1.943715503,-3.317764382,6.962900162,2.667427201
Brett Phillips,- - -,233,573,21,81,65,24,0.097731239,0.406631762,0.172962227,0.281746031,0.182902584,0.269841269,0.355864811,0.275086359,,77.02502964,7.449536106,-7.282580137,14.39457199,2.629604119
José Iglesias,- - -,255,978,12,113,95,7,0.038854805,0.13394683,0.105206074,0.315453384,0.280911062,0.31799591,0.386117136,0.307592589,,87.26533399,-3.537577955,-18.34809691,10.81016095,2.626798063
Luis Rengifo,LAA,307,1146,39,122,121,13,0.058464223,0.173647469,0.161778619,0.277575757,0.253547776,0.303852889,0.415326395,0.311972842,,97.89170244,2.545410199,-0.665822895,-11.90515977,2.607701976
Harold Ramírez,- - -,330,1189,24,129,161,11,0.044575273,0.169049621,0.126696833,0.334080717,0.291402714,0.331370899,0.418099547,0.324549847,,111.9530369,0.456190812,16.8684289,-31.08370978,2.593780941
Christopher Morel,CHC,211,815,39,110,114,15,0.08588957,0.322699386,0.222677596,0.315668202,0.240437158,0.309494451,0.463114754,0.331781294,,111.8231337,3.574213998,15.24656478,-17.65816998,2.591953985
Jesse Winker,- - -,307,1229,39,144,147,1,0.132628152,0.186330349,0.163636363,0.28553137,0.250717703,0.359641985,0.414354066,0.341474197,,116.7958379,-12.1476597,13.71898614,-28.69839356,2.575277562
Christian Bethancourt,- - -,200,650,21,86,66,6,0.038461538,0.258461538,0.153721683,0.293981481,0.2394822,0.270061728,0.393203883,0.286357786,,86.93768221,-2.301156706,-12.50934565,15.89712995,2.566144481
Aaron Hicks,- - -,246,857,20,110,88,14,0.129521586,0.23570595,0.117166213,0.284332688,0.227520435,0.3317757,0.344686648,0.303032301,,96.13435134,4.86469653,1.118081956,-4.367532045,2.565800168
Christian Vázquez,- - -,351,1248,21,123,129,9,0.0625,0.181891025,0.105719238,0.295404814,0.252166377,0.300963081,0.357885615,0.289173193,,79.94011329,-19.54766505,-49.88287011,32.97927999,2.553693356
Akil Baddoo,DET,299,1017,25,127,95,39,0.104228121,0.265486725,0.141436464,0.306188925,0.235359116,0.314285714,0.37679558,0.302547205,,91.60269508,8.850994773,-0.706801174,-8.359906077,2.509521582
Jason Heyward,- - -,265,843,24,105,80,8,0.084223013,0.18623962,0.158520475,0.271157167,0.239101717,0.310714285,0.397622192,0.308139339,,94.42822333,1.609402832,-4.095807508,0.987427115,2.50777306
Josh Jung,TEX,135,563,27,79,81,3,0.056838365,0.309058614,0.215238096,0.337423312,0.26095238,0.307282415,0.476190476,0.334291106,,111.6786505,-4.811241702,3.260198067,2.730561607,2.483000751
Robbie Grossman,- - -,394,1550,40,184,161,27,0.132258064,0.243870967,0.148968678,0.288228822,0.230710466,0.337855297,0.379679144,0.317292857,,101.5031966,2.983518472,6.622987115,-34.16208279,2.45681301
Nick Madrigal,- - -,205,737,4,83,56,14,0.047489823,0.092265943,0.081001472,0.296052631,0.270986745,0.320547945,0.351988217,0.297645226,,87.65766491,0.013680902,-10.78716595,9.927287132,2.428146981
Brendan Rodgers,COL,272,1130,28,136,126,0,0.064601769,0.192035398,0.149469623,0.314142678,0.269045323,0.323008849,0.418514946,0.322283317,,89.1531637,-1.877735648,-16.71783476,1.766430095,2.403006149
Wil Myers,- - -,260,927,27,96,116,12,0.093851132,0.296655879,0.153012049,0.332089552,0.246987951,0.316414686,0.4,0.3110491,,98.73988214,2.157678919,0.777211098,-8.829530239,2.383000189
Edouard Julien,MIN,98,358,14,54,30,3,0.148044692,0.315642458,0.197324415,0.377142857,0.267558528,0.37815126,0.464882943,0.366111999,,135.7237852,0.092254955,15.47116606,-4.004529953,2.358509396
Rougned Odor,- - -,296,990,32,112,110,8,0.076767676,0.248484848,0.16027088,0.243464052,0.204288939,0.283114256,0.364559819,0.284439491,,83.00694754,4.65672541,-15.09604254,5.462195158,2.334132936
Gabriel Moreno,- - -,126,413,8,40,51,6,0.070217917,0.186440677,0.116402117,0.345637583,0.293650793,0.341404358,0.41005291,0.327068344,,106.04586,-6.737442728,-3.760071022,12.88318032,2.327262046
Eloy Jiménez,CHW,248,1003,43,109,151,0,0.071784646,0.217347956,0.185869566,0.312312312,0.272826086,0.326021934,0.458695652,0.337112267,,115.7334395,-5.816477836,12.06855424,-23.43947883,2.296974636
Connor Joe,- - -,298,1113,25,134,101,9,0.114106019,0.217430368,0.152647975,0.299572039,0.244029075,0.341419586,0.39667705,0.326081967,,96.16391084,1.373004327,-3.326756149,-11.37874794,2.29148313
Zack Gelof,OAK,56,244,12,34,26,11,0.086065573,0.270491803,0.254545454,0.328671328,0.268181818,0.336065573,0.522727272,0.362331086,,136.4694268,2.269607477,12.97010213,1.519711018,2.271975028
Luke Raley,- - -,172,549,22,68,57,14,0.067395264,0.322404371,0.202898551,0.31707317,0.233954451,0.319343065,0.436853002,0.32722443,,112.4333332,3.812461282,11.86509353,-7.786758228,2.247645716
Willi Castro,- - -,352,1213,24,155,100,49,0.05358615,0.230008244,0.132911392,0.290640394,0.235081374,0.291632145,0.367992766,0.287920674,,82.90797408,9.579955123,-15.18108381,-3.186683021,2.244105188
César Hernández,- - -,296,1254,22,148,96,11,0.082934609,0.198564593,0.112389381,0.288194444,0.239823008,0.309352517,0.352212389,0.292445059,,85.70724803,-0.075395604,-21.2394371,0.540373921,2.226553487
Tom Murphy,SEA,158,526,20,63,52,0,0.110266159,0.296577946,0.18021978,0.309859154,0.237362637,0.324376199,0.417582417,0.32239166,,109.2690537,-2.286327967,3.264668527,0.757755876,2.215407732
Ryan Noda,OAK,115,443,15,59,52,3,0.158013544,0.334085778,0.188365651,0.35,0.235457063,0.372460496,0.423822714,0.351453961,,128.9468678,-0.29986288,15.12035089,-8.181289196,2.19669273
Nolan Jones,- - -,121,461,18,62,65,13,0.108459869,0.310195227,0.210784313,0.370967741,0.269607843,0.351409978,0.480392156,0.355851565,,113.9615673,1.259588833,9.298780144,-2.994452894,2.176540606
Garrett Cooper,- - -,304,1142,33,106,140,1,0.084938704,0.272329246,0.163565132,0.343065693,0.262487757,0.333625218,0.426052889,0.330764974,,109.271719,-9.378684198,3.540670578,-21.01939839,2.173891717
Anthony Volpe,NYY,148,560,21,61,60,24,0.089285714,0.275,0.1812749,0.258358662,0.211155378,0.288014311,0.392430278,0.295940818,,88.1368232,3.49325414,-4.495409223,7.129908919,2.165853999
Darin Ruf,- - -,256,757,27,96,91,4,0.130779392,0.274768824,0.175193798,0.297101449,0.232558139,0.340819022,0.407751937,0.32916514,,111.4362082,-0.618195887,10.88077617,-14.94847953,2.12334069
Jorge Soler,- - -,348,1444,76,179,177,1,0.108725761,0.25069252,0.231075697,0.253026634,0.227091633,0.317770034,0.45816733,0.332966782,,108.5273713,-9.021491245,6.764163374,-35.03549471,2.087428461
Yuli Gurriel,- - -,387,1505,27,167,160,13,0.07641196,0.122923588,0.127941177,0.296486718,0.274264705,0.331561461,0.402205882,0.318575404,,103.9592349,-2.207331369,5.862432909,-34.8486442,2.074373393
Seby Zavala,- - -,169,497,14,53,54,1,0.072434607,0.350100603,0.140271493,0.310077519,0.212669683,0.278688524,0.352941176,0.277648761,,74.98898217,-1.424440593,-16.58694362,19.94165371,2.074318089
Keibert Ruiz,- - -,266,1041,27,92,111,7,0.063400576,0.104707012,0.131799163,0.262135922,0.2541841,0.310576923,0.385983263,0.305048964,,91.64691241,-8.25553556,-18.72697945,3.36156659,2.074062099
Mauricio Dubón,- - -,298,912,19,123,87,11,0.043859649,0.145833333,0.12412178,0.276685393,0.2529274,0.287128712,0.37704918,0.286512549,,82.1322069,-2.610495673,-21.74834828,11.91830125,2.073582149
Carson Kelly,- - -,248,843,21,90,89,3,0.098457888,0.213523131,0.133783784,0.260473588,0.221621621,0.304863582,0.355405405,0.291957794,,82.4371798,-1.257814118,-18.73254039,10.34518355,2.037542001
José Caballero,SEA,97,267,3,34,24,25,0.104868913,0.228464419,0.091743119,0.284810126,0.220183486,0.348314606,0.311926605,0.305157134,,96.48832404,5.415947214,4.288462179,6.919961095,2.02347219
