Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
Brandon Workman,- - -,1,2,0,29,0,28,8.035716338,6.750001724,1.285714614,0.372093023,0.71984436,0.44318182,0.15384615,91.30795338,5.46428711,,5.491463287,5.272656634,-0.285574973
Sam Selman,- - -,0,1,0,41,0,43.1,7.684617301,3.530770111,1.453846516,0.245762712,0.6504065,0.28,0.109375,90.43847312,5.400001347,,5.130279452,5.465711043,-0.287156776
Reiss Knehr,SDP,1,3,0,21,7,48.1,6.331035149,5.400000568,1.117241497,0.262068966,0.66572238,0.32,0.08955224,93.32393849,5.958621317,,5.543583022,6.25246253,-0.290815679
Tyler Zuber,KCR,0,3,0,31,0,27.1,8.231708849,5.597562017,1.975610124,0.27027027,0.6741573,0.3375,0.17647059,94.58779064,6.256098725,,6.170034681,5.511070374,-0.291369289
Chad Smith,- - -,1,3,0,25,0,31.2,9.094738668,6.252632834,1.136842334,0.325301205,0.62256809,0.55172414,0.14814815,,7.105264584,,5.260249954,4.953943958,-0.294480637
Cam Bedrosian,- - -,0,0,0,26,1,25,8.280002211,6.120001634,2.160000577,0.3,0.84269663,0.36842105,0.1875,93.14039302,5.040001346,,6.490035009,5.628418301,-0.296510741
Jason Alexander,MIL,2,3,0,18,11,71.2,5.776744622,3.516279335,1.506976858,0.329004329,0.70736434,0.50627615,0.18181818,93.12983797,5.400000407,,5.34498931,4.531562002,-0.29806352
Anthony Castro,- - -,1,2,1,37,0,38,10.42105472,4.263158751,2.131579375,0.33,0.6547619,0.49541284,0.24324324,95.02356675,5.684211668,,5.57087562,4.120177592,-0.299064815
Sam Howard,PIT,3,4,0,57,1,47,11.68085512,6.893619417,1.531915426,0.274509804,0.69444444,0.40366972,0.17391304,93.55006097,5.744682847,,5.337796446,4.827683225,-0.300021209
Luis Oviedo,PIT,1,2,0,22,1,29.2,9.404494584,7.887640618,1.213483172,0.345238095,0.5234657,0.44318182,0.13333333,94.70322999,8.797752998,,5.664416198,5.69579363,-0.301033221
Reed Garrett,- - -,0,1,0,15,0,21.2,5.81538581,5.81538581,1.661538803,0.342105263,0.60913706,0.49367089,0.17391304,96.24220684,8.307694014,,6.380942774,5.659965755,-0.301217344
Jesus Tinoco,- - -,0,0,0,18,2,22,7.36363796,4.500000975,2.045454989,0.206896552,0.86956522,0.35483871,0.17857143,94.75811181,4.090909978,,6.206831861,5.175118977,-0.306585792
Brent Headrick,MIN,3,0,1,14,0,25.2,10.51948156,3.506493854,2.454545698,0.303030303,0.73717949,0.18055556,0.15555556,91.78452394,6.311688937,,6.103971533,5.468251146,-0.306840956
Brandon Kintzler,PHI,2,1,0,29,1,29.2,6.674159163,2.426966968,2.123596097,0.368932039,0.70135747,0.58181818,0.29166667,92.53130341,6.370788292,,5.66441684,4.024349789,-0.312362574
Gavin Stone,LAD,1,0,1,7,4,26.2,5.737500137,3.712500089,2.025000048,0.37755102,0.56722689,0.44554455,0.19354839,94.16191271,9.450000225,,6.372315481,5.376630898,-0.313689396
Bennett Sousa,- - -,3,0,1,28,0,23.1,5.785716737,4.628573389,1.542857796,0.329113924,0.50802139,0.4939759,0.14285714,94.33717154,8.87143233,,5.745667249,5.316586224,-0.314547338
Sal Romano,- - -,0,2,0,19,0,25,6.120001226,3.960000793,1.80000036,0.30952381,0.63888889,0.39325843,0.13157895,94.64963786,6.120001226,,5.850034659,5.931865108,-0.315313227
Josh Lindblom,MIL,0,0,0,8,0,16.2,9.18000035,5.400000206,2.700000103,0.36,0.62068966,0.27272727,0.19230769,90.45162609,9.720000371,,7.370034283,6.222439156,-0.317542583
Chase Anderson,- - -,4,13,1,40,31,147,7.040816509,3.918367449,1.836734742,0.277647059,0.66120219,0.38084633,0.15873016,92.49492479,6.306122613,,5.866300325,5.372324219,-0.319241203
Freddy Tarnok,- - -,1,1,0,6,1,15.1,8.804349138,6.456522701,2.347826437,0.210526316,0.86206897,0.26190476,0.17391304,95.22296721,4.695652874,,6.840364451,5.938499248,-0.321366074
Josh Rogers,WSN,4,4,0,22,9,62,4.935484478,3.629032705,1.887097006,0.226315789,0.84876543,0.32,0.13131313,90.53554578,4.064516629,,6.081052515,5.970990739,-0.322984554
Logan Allen,- - -,3,7,0,21,11,58,6.827586993,3.413793496,1.86206918,0.324022346,0.66084788,0.45026178,0.1875,92.85798859,6.206897266,,5.73138573,4.939648551,-0.326002968
Ryan Weber,- - -,1,0,2,17,0,34.2,4.673077137,1.557692379,2.076923172,0.277777778,0.77586207,0.52173913,0.25806452,,4.932692534,,5.84327747,4.315339952,-0.326730266
Brandon Hughes,CHC,2,6,8,74,0,71.1,10.72430184,3.65887945,1.64018734,0.255952381,0.79945799,0.33333333,0.17105263,93.32430497,3.911215964,,4.640668587,3.881393804,-0.327196311
Luis Frías,ARI,2,1,0,41,0,45.1,7.345590296,7.147060828,0.595588402,0.340425532,0.67599068,0.42361111,0.05882353,96.47531676,6.352942958,,5.00676873,5.931182773,-0.330753647
Travis Lakins Sr.,BAL,1,5,0,30,1,38.1,7.513044662,5.400000851,1.64347852,0.275229358,0.59386973,0.38596491,0.14893617,93.67008758,6.808696725,,5.815376307,5.493597016,-0.339439017
Adam Morgan,CHC,2,1,2,34,0,25.1,9.947371916,4.263159393,2.131579696,0.262295082,0.7518797,0.44776119,0.24,93.11617338,4.263159393,,5.577929705,4.240128702,-0.33998403
Trent Thornton,- - -,1,7,0,90,4,120.1,8.451524975,2.842105744,1.720221897,0.291793313,0.74730354,0.37321937,0.16312057,93.75807777,3.96398959,,4.845586061,4.268189154,-0.343096577
Chris Mazza,TBR,1,0,1,16,0,32.2,7.163266073,3.581633036,1.653061401,0.295918367,0.64220183,0.375,0.13333333,90.52187712,5.785714905,,5.51777264,5.490967145,-0.345388718
Ross Detwiler,- - -,3,3,1,83,5,78.2,10.29661262,3.432204208,1.716102104,0.292682927,0.78947368,0.39269406,0.18072289,92.11344247,4.576272278,,4.904989429,4.193865264,-0.347057
Ryan Hendrix,CIN,5,1,0,45,0,40,9.90000236,4.95000118,1.800000429,0.330097087,0.69892473,0.42201835,0.21052632,96.43750537,5.850001395,,5.433034014,4.459479075,-0.347540475
Andre Scrubb,HOU,1,1,0,18,0,19.2,9.610171666,6.406781111,2.288136111,0.217391304,0.81818182,0.31372549,0.19230769,94.09848454,5.033899444,,6.475119616,5.502581191,-0.348509461
Kaleb Ort,BOS,2,4,1,47,2,51.2,8.883872394,4.354839409,1.741935764,0.341935484,0.63636364,0.3,0.12345679,96.27234212,6.270968749,,5.346154752,5.291669497,-0.350827102
Josh Osich,CIN,2,0,1,17,0,14.1,5.651165548,3.139536416,2.511629132,0.261904762,0.76388889,0.56521739,0.30769231,93.80670929,5.023258265,,6.588640442,4.560967893,-0.352146447
Aaron Slegers,LAA,2,2,0,29,0,31,7.258066302,4.354839781,1.741935913,0.362745098,0.6916996,0.57943925,0.23076923,91.77866261,6.96774365,,5.621647629,4.585305932,-0.353149742
Hyeon-Jong Yang,TEX,0,3,0,12,4,35.1,6.367925273,4.075472175,2.292453098,0.302752294,0.75431034,0.4173913,0.21428571,90.12445226,5.60377424,,6.509657155,5.295596899,-0.35328825
J.B. Bukauskas,- - -,2,2,0,24,0,20.1,7.52459134,4.4262302,1.77049208,0.349206349,0.50955414,0.5,0.23529412,94.48189715,7.08196832,,5.691477657,4.609222872,-0.353384295
José Marte,LAA,0,1,0,22,0,21.1,10.54687704,10.12500196,1.687500327,0.307692308,0.67708333,0.33928571,0.17391304,96.24726228,6.750001308,,6.635737003,5.906327393,-0.357377864
Jacob Lemoine,OAK,0,0,0,9,0,16.1,7.163267537,3.857144058,2.204082319,0.28,0.51546392,0.40740741,0.16666667,93.28001052,7.714288117,,5.989982918,4.98154581,-0.358458519
Heath Hembree,- - -,5,8,9,87,0,81.1,11.28688741,4.647541874,1.99180366,0.278947368,0.63474388,0.25961538,0.16981132,95.16692569,5.97541098,,5.147728436,4.451416411,-0.359378753
Jeremy Beasley,TOR,0,1,0,17,0,24.1,11.83561752,5.178082665,2.589041333,0.259259259,0.71917808,0.2295082,0.19444444,95.00746575,5.91780876,,6.463292776,5.100437121,-0.360510029
Jimmy Yacabonis,- - -,3,2,0,21,1,27.2,10.40963987,5.204819935,1.951807476,0.358974359,0.62780269,0.33333333,0.16216216,,7.481928656,,5.751500732,5.022140395,-0.360888844
AJ Smith-Shawver,ATL,1,0,0,5,4,21.2,7.476923625,4.153846459,2.907692521,0.178571429,0.82417582,0.34920635,0.19444444,94.36746652,4.569231104,,7.321354166,5.8788868,-0.36274286
Spencer Howard,- - -,2,9,0,32,23,90.2,8.536765125,4.466911984,1.985294215,0.322222222,0.58139535,0.38194444,0.16806723,94.43680991,7.544118017,,5.774404325,5.046408742,-0.36961101
Kirby Yates,ATL,7,2,5,67,0,64.1,11.61140005,5.735751834,1.538860248,0.207407407,0.86005831,0.37062937,0.15492958,93.68445306,3.497409655,,4.984711568,4.554512527,-0.370703682
Justus Sheffield,SEA,8,8,0,27,16,92,6.847826371,4.79347846,1.467391365,0.334459459,0.64189189,0.47712418,0.15957447,92.18291289,6.456522007,,5.554033826,5.209404522,-0.3722299
Tyler Danish,BOS,3,1,0,32,0,40.1,7.140496768,2.677686288,1.561983668,0.279661017,0.69264069,0.472,0.18421053,91.40956055,5.132232052,,4.971935368,4.110465111,-0.372885644
Jake Diekman,- - -,8,9,8,196,0,171,11.684213,5.947369681,1.157894982,0.291560102,0.70934256,0.40786241,0.13924051,95.63479387,4.157895618,,4.464810425,4.30755437,-0.373956226
Jordan Balazovic,MIN,1,0,0,18,0,24.1,6.287672054,4.438356744,1.84931531,0.283783784,0.80645161,0.44303797,0.17241379,95.05331191,4.438356744,,6.013240424,5.319918117,-0.37883234
Yohan Ramirez,- - -,6,4,3,81,0,99.1,8.879195767,4.167785768,1.1778525,0.273076923,0.75688073,0.4962406,0.1547619,95.32679336,4.07718173,,4.870691796,4.550589636,-0.378918318
Joey Krehbiel,- - -,6,5,1,68,0,71,7.225353763,3.169014808,1.394366516,0.243781095,0.75757576,0.42924528,0.1375,94.70170682,3.80281777,,4.721120775,4.420730549,-0.38323683
Eric Yardley,MIL,0,0,0,17,0,18.2,2.410714368,4.821428736,1.446428621,0.308823529,0.67073171,0.58571429,0.17647059,,6.75000023,,6.812891389,6.330435453,-0.38554284
Andrew Suárez,STL,0,0,0,10,0,18,5.500000583,6.000000636,3.000000318,0.271186441,0.5859375,0.41538462,0.21428571,92.41569582,8.500000901,,8.37092706,6.619234274,-0.387584358
Justin Garza,- - -,2,3,0,38,1,47,8.808512783,5.74468225,1.531915267,0.305970149,0.68313953,0.35714286,0.14545455,94.92420062,5.74468225,,5.439098287,5.233072332,-0.390343564
Justin Miller,- - -,1,0,1,23,0,19,6.157896669,2.842106155,2.368421796,0.263157895,0.71428571,0.3,0.18518519,93.03886289,6.157896669,,6.485824636,5.572023161,-0.391764961
Ryan Borucki,- - -,8,1,0,88,2,84.1,7.790515978,2.774704321,1.600790954,0.22972973,0.74358974,0.50643777,0.18987342,,4.268775878,,4.945287487,4.156919239,-0.392063677
Michael Soroka,ATL,2,2,0,7,6,32.1,8.072165266,3.340206317,2.505154738,0.296703297,0.73604061,0.44897959,0.26470588,93.093455,6.402062107,,6.569093887,4.69571104,-0.404777221
Brett de Geus,- - -,3,2,0,47,0,50,7.380001126,4.500000687,1.080000165,0.35443038,0.55427252,0.52147239,0.15384615,92.590271,7.560001154,,5.070034412,4.886236843,-0.406888418
Devin Smeltzer,- - -,5,3,0,25,13,97.1,5.455479737,2.219178198,1.849315165,0.261904762,0.79,0.37741935,0.14084507,89.27027873,4.160959122,,5.563394137,5.130925687,-0.409222446
Jon Duplantier,ARI,0,3,0,4,4,13,8.307692917,5.538461945,3.461538715,0.325581395,0.45454545,0.4893617,0.33333333,91.07304113,13.15384712,,8.631572985,5.667375221,-0.417460799
Miguel Sánchez,MIL,3,2,0,40,0,39.1,7.3220352,5.0338992,1.6016952,0.27826087,0.78947368,0.45833333,0.18918919,94.29414025,4.1186448,,5.667457242,4.934172673,-0.419556171
Junior Fernández,- - -,1,0,0,34,0,39.1,6.635594722,6.1779675,1.144068056,0.319327731,0.8125,0.50819672,0.17241379,98.07007931,4.118645,,5.456256894,4.99625537,-0.425938264
Jake Jewell,CHC,0,2,0,10,0,10,9.000001717,4.500000858,4.500000858,0.419354839,0.6875,0.42857143,0.41666667,94.60258215,9.900001888,,9.170035267,4.787268983,-0.426656157
Shane Greene,- - -,1,1,1,31,0,27.2,8.783134548,4.879519194,2.277108957,0.285714286,0.70680628,0.30952381,0.175,92.96254185,6.831326871,,6.564624249,5.757192383,-0.428564586
Daniel Ponce de Leon,STL,1,1,2,24,2,33.1,6.480000803,5.940000736,1.350000167,0.264705882,0.67307692,0.36190476,0.09803922,93.35452115,6.21000077,,6.110034487,6.859508634,-0.430413246
Alex Young,- - -,7,9,1,122,3,127.2,7.684075389,4.018277956,1.40992209,0.313471503,0.72571429,0.48379052,0.15748031,91.4862651,4.441254583,,4.978362585,4.608403807,-0.434714992
Jeremiah Estrada,CHC,0,0,0,17,0,16.1,11.57143082,8.265307731,2.755102577,0.325,0.88461538,0.24444444,0.22727273,96.17589694,5.510205154,,7.371948154,5.561921397,-0.43807673
Thomas Szapucki,- - -,0,1,0,12,1,18.2,10.6071443,4.821429228,3.857143383,0.382978723,0.72580645,0.30909091,0.33333333,94.04650722,8.678572611,,7.945175128,4.33793374,-0.446162768
Thaddeus Ward,WSN,0,0,0,22,0,30.1,7.714287008,7.120880315,2.076923425,0.240506329,0.64676617,0.43529412,0.2,93.33324219,7.120880315,,6.91915668,5.834109789,-0.446332037
Bruce Zimmermann,BAL,7,10,0,35,26,149.1,7.051339571,2.049107226,2.290178664,0.321814255,0.74798619,0.40524194,0.20540541,91.2678392,5.544643081,,5.693075015,4.365803817,-0.447215993
Quinn Priester,PIT,3,2,0,7,6,32.2,7.438775655,5.234693979,2.479591885,0.316831683,0.5785124,0.49090909,0.32142857,92.86748426,9.091836912,,7.025121603,4.866025638,-0.447497368
Lyon Richardson,CIN,0,2,0,4,4,16.2,6.480000989,8.100001236,3.240000494,0.229166667,0.6779661,0.48148148,0.28571429,96.32343207,8.640001318,,9.199816313,6.610944912,-0.449499309
Manuel Rodríguez,CHC,5,3,5,34,0,31.1,6.89361835,6.031916056,1.148936392,0.266666667,0.58558559,0.53191489,0.16,96.69452101,4.882979665,,5.378952342,5.045541172,-0.450967044
Zack Britton,NYY,0,1,1,25,0,19,8.052633221,9.473686142,0.947368614,0.32,0.67204301,0.67307692,0.2,92.24984741,6.157895993,,6.220645163,5.780835667,-0.451020092
Casey Lawrence,- - -,0,1,0,14,0,35.1,6.113208757,2.547170315,2.037736252,0.318584071,0.71428571,0.38655462,0.15686275,90.55467052,6.113208757,,5.788506879,5.128995982,-0.454656702
Ronel Blanco,HOU,2,1,0,24,7,58.1,9.10285749,4.937143045,2.005714362,0.291390728,0.78590786,0.32926829,0.17333333,94.65117141,4.782857325,,5.918099493,5.130177914,-0.458730824
Ralph Garza Jr.,- - -,3,6,1,46,0,65.1,6.336735372,4.132653504,1.239796051,0.276041667,0.80097087,0.395,0.125,91.8622313,3.44387792,,5.037134695,5.025538004,-0.472265951
Edgar García,- - -,0,1,0,11,0,14.2,7.363638598,4.909092399,3.068182749,0.304347826,0.28571429,0.47058824,0.33333333,93.99129062,12.272731,,7.806399166,5.179041452,-0.472727224
Jackson Kowar,KCR,1,6,0,35,8,70.2,9.169812022,5.985849514,1.655660504,0.382488479,0.57120501,0.41048035,0.1547619,96.06863444,8.787736521,,5.665017653,5.266451556,-0.480643097
Anderson Espinoza,CHC,0,2,0,7,0,18.1,9.327273374,7.854545999,1.9636365,0.238095238,0.80985915,0.43478261,0.25,93.95974392,5.400000375,,7.148794918,5.604389927,-0.482146412
Wes Benjamin,TEX,0,2,0,13,2,22.2,7.544118811,6.750001041,2.382353309,0.328571429,0.61170213,0.30263158,0.15384615,91.53720412,8.735295465,,7.184740624,6.779304809,-0.48739621
Beau Burrows,- - -,0,1,0,6,1,11,6.545455113,8.181818891,4.090909446,0.314285714,0.42105263,0.175,0.18518519,93.16696841,13.90909211,,10.35185293,8.773468919,-0.490047476
Zach Logue,- - -,3,8,0,17,10,68,6.882353231,2.911764828,2.117647148,0.303738318,0.62953995,0.3245614,0.14678899,90.38760925,6.882353231,,5.724507999,5.070263065,-0.495398879
Greg Holland,- - -,3,6,8,62,0,60.1,8.651935252,4.027625031,1.790055569,0.260606061,0.69486405,0.42285714,0.18461538,92.89380687,5.071824113,,5.220827619,4.517196013,-0.496290922
Amos Willingham,WSN,0,2,0,18,0,24.1,5.54794593,3.328767558,2.958904496,0.325301205,0.79881657,0.36263736,0.18181818,95.83683525,6.657535116,,7.533788568,6.260783697,-0.496757805
Rico Garcia,- - -,0,0,0,16,0,19.2,5.4915264,4.1186448,3.2033904,0.298507463,0.76335878,0.28378378,0.18918919,95.35555399,7.3220352,,7.979524292,6.319802145,-0.498170806
Adrián Martínez,OAK,4,8,0,31,13,106,7.981132865,3.141509745,1.783019044,0.320634921,0.68081991,0.39583333,0.17213115,,5.858491146,,5.226804592,4.449855903,-0.498793609
Wil Crowe,PIT,10,19,5,91,26,202.1,8.362438946,4.626030055,1.51235598,0.298059965,0.72754269,0.45210084,0.16585366,94.21314244,5.026359579,,5.169161391,4.673862486,-0.498964103
Ryan Buchter,ARI,0,2,0,18,0,16.1,8.816328247,7.1632667,2.755102577,0.261904762,0.75,0.23404255,0.19230769,90.42088515,6.612246185,,7.945545256,6.774529638,-0.504898071
Ryan Weathers,- - -,5,15,1,45,30,150,6.780000474,3.600000252,1.920000134,0.314732143,0.6867846,0.41914894,0.17486339,94.40313812,6.120000428,,5.746217556,5.068257818,-0.51155648
Joe Smith,- - -,5,5,0,84,0,67,6.850748414,2.283582805,1.611940803,0.322274882,0.71258907,0.49771689,0.1875,86.89880916,4.83582241,,4.892803546,4.139599807,-0.517193973
Wander Suero,- - -,3,3,0,50,0,50.2,9.414475752,3.552632359,2.309211033,0.281481481,0.58098592,0.33783784,0.19117647,,6.572369864,,5.848684385,4.858378824,-0.518995039
Dan Winkler,CHC,1,3,0,47,0,39.2,9.07563258,6.806724435,1.134454072,0.254716981,0.734375,0.44545455,0.12820513,94.09428267,5.218488733,,5.741463353,5.837516897,-0.519504666
Hunter Gaddis,CLE,2,3,0,12,8,46.1,5.438849182,2.913669205,2.525179977,0.28,0.68100358,0.25308642,0.13978495,93.60348446,6.992806091,,6.905553303,6.504148667,-0.527120471
Hansel Robles,- - -,4,8,16,98,0,93.2,9.320286279,4.900356703,1.249110532,0.289256198,0.6705298,0.42063492,0.13265306,96.71321429,4.804271278,,4.681555269,4.635345647,-0.546967387
Kyle Barraclough,- - -,3,2,0,21,0,29.2,9.404495793,5.460674976,2.123595824,0.320987654,0.74152542,0.31034483,0.17073171,92.98464516,6.674158305,,6.580255817,5.796501455,-0.551609144
Drew Rucinski,OAK,0,4,0,4,4,18,3.000000318,7.000000742,2.500000265,0.31884058,0.57142857,0.44594595,0.18518519,89.54986328,9.000000954,,8.704260428,7.582588477,-0.555315495
Zach Neal,OAK,1,1,0,10,2,22.1,7.253731756,4.835821171,3.223880781,0.287878788,0.65972222,0.33783784,0.32,88.99111328,7.656716854,,8.050860456,5.251934385,-0.565447718
Sergio Romo,- - -,1,2,3,89,0,79.2,8.359834104,3.050209741,1.807531698,0.269406393,0.67401961,0.32478632,0.14159292,85.57649174,5.309624363,,5.0022078,4.769151379,-0.573506951
Connor Seabold,- - -,1,11,0,31,19,103.2,7.032154901,3.212218906,2.170418179,0.350877193,0.59235669,0.31593407,0.14204545,92.60753689,8.247589082,,6.163628586,5.793188158,-0.58424294
Mike Foltynewicz,TEX,2,12,0,28,24,139,6.28057554,2.330935252,2.26618705,0.254278729,0.72592593,0.37585421,0.19230769,94.19021321,5.438848921,,6.018954986,5.055745684,-0.589969086
Stephen Nogosek,NYM,1,3,0,26,0,50.2,9.059212004,3.730263766,2.131579295,0.282608696,0.80756014,0.35333333,0.17391304,94.68314666,4.26315859,,5.67734606,4.750063214,-0.59549392
J.C. Mejía,- - -,2,7,0,28,11,66,8.318182299,4.363636616,2.045454664,0.338541667,0.57894737,0.46601942,0.24590164,93.2811665,8.318182299,,5.925839038,4.586580558,-0.60106356
Jacob Barnes,- - -,4,3,2,60,0,58.2,7.517047002,3.375000695,1.687500347,0.316384181,0.65721649,0.46774194,0.1641791,95.02387735,6.443183145,,5.256429783,4.701150099,-0.603918416
Dylan Dodd,ATL,2,2,0,6,6,28.1,4.447059023,3.494117804,2.858823658,0.346534653,0.73732719,0.34862385,0.18,92.44967831,7.623529754,,7.671580311,6.470920585,-0.604739308
Andrés Machado,WSN,7,3,0,129,0,138.1,7.351808716,3.448193468,1.431325591,0.271356784,0.73657928,0.42788462,0.15492958,95.64860814,3.903615247,,4.930078359,4.512600956,-0.610841868
Alec Marsh,KCR,1,8,0,14,8,60.1,10.59116044,4.922652037,2.237569108,0.315789474,0.78313253,0.3253012,0.2027027,94.33461717,5.668508407,,6.17694254,4.980461925,-0.615510285
Javy Guerra,- - -,2,1,0,39,2,41,5.926830095,7.682927902,1.097561129,0.251968504,0.72058824,0.39230769,0.09259259,98.19154824,5.487805644,,6.235861751,6.735442733,-0.615731407
Kyle Keller,PIT,1,1,0,32,0,33.1,9.720001483,5.940000906,2.430000371,0.253012048,0.67567568,0.29347826,0.19565217,94.73869978,6.480000989,,6.950034699,5.87485427,-0.616943777
Andrew Albers,MIN,1,2,0,5,3,19,5.684210812,4.263158109,4.263158109,0.25862069,0.8411215,0.34328358,0.39130435,88.63618784,7.578947749,,9.643718658,5.621630504,-0.632341504
Darwinzon Hernández,BOS,2,3,0,55,0,46.2,12.15000339,7.521430672,1.73571477,0.317757009,0.71989529,0.42982456,0.23684211,94.96562909,5.978573098,,5.926091591,4.794787709,-0.637545377
Kolby Allard,- - -,4,15,1,46,20,158,7.746835911,2.335443179,2.27848115,0.274725275,0.67741935,0.36585366,0.19323671,91.64376751,5.753164904,,5.612424377,4.571225916,-0.645629022
Corbin Martin,ARI,0,4,0,12,5,38.1,7.98260896,6.104348029,1.878260932,0.338983051,0.65830721,0.30327869,0.15686275,94.01731297,7.278261111,,6.188648057,5.615535139,-0.649288937
Brent Honeywell,- - -,2,4,0,43,2,56.2,7.782353945,4.129412298,1.905882599,0.282208589,0.77562327,0.48275862,0.21052632,94.89537076,5.082353597,,5.917656005,4.843344789,-0.656412886
Dereck Rodríguez,- - -,0,1,0,6,0,13,3.461538985,6.230770174,3.461538985,0.244444444,0.61111111,0.5,0.22727273,91.33132772,8.307693565,,9.480589655,7.151297631,-0.663981547
Jeurys Familia,- - -,11,8,3,127,0,116.1,9.438396834,4.796562325,1.469914261,0.338509317,0.70071259,0.49850746,0.19387755,96.09195235,5.028654051,,4.911439754,4.160306921,-0.685416441
Mason Englert,DET,4,3,0,31,1,56,6.589286836,2.732143322,1.928571757,0.303867403,0.67919075,0.37566138,0.16,91.32692024,5.464286645,,5.599101519,5.03610078,-0.68657754
Miguel Yajure,PIT,1,3,1,16,4,39.1,6.177966751,5.262712417,2.05932225,0.312,0.55374593,0.40298507,0.18367347,92.27332406,8.694916168,,6.719144434,5.740380296,-0.703116639
Garrett Hill,DET,3,3,1,26,8,76,6.394737243,5.092105583,1.421052721,0.262008734,0.6879845,0.38075314,0.11009174,92.5814628,5.092105583,,5.669128821,5.791548753,-0.723872408
Matt Shoemaker,MIN,3,8,0,16,11,60.1,5.966851143,4.027624522,2.237569179,0.291457286,0.57317073,0.44976077,0.20833333,91.92537592,8.055249043,,6.567824357,5.441317222,-0.750794888
Jonathan Heasley,KCR,5,11,0,36,24,133.2,5.723192088,3.501246924,1.817955134,0.27294686,0.69240196,0.36818182,0.13846154,93.49735251,5.453865402,,5.858482992,5.462060628,-0.751241362
Bryan Hoeing,MIA,3,3,0,39,8,79.1,6.466387202,3.176470906,1.928571622,0.256410256,0.68126521,0.476,0.18681319,94.00065882,5.445378697,,5.68166184,4.768002773,-0.762430094
Trevor Kelley,- - -,1,1,0,28,3,39,7.846154614,3.4615388,2.538461787,0.267857143,0.73991031,0.3495935,0.19298246,89.79272079,6.000000587,,6.554992724,5.166850936,-0.766928941
Matt Swarmer,CHC,2,3,0,11,5,34,9.529412299,5.294117944,3.176470766,0.247058824,0.74585635,0.35051546,0.27272727,90.64239193,5.029412047,,7.347725357,4.675262083,-0.76721406
Brooks Kriske,- - -,2,1,0,16,0,18,8.500000901,5.00000053,4.500000477,0.25,0.48913043,0.26923077,0.32142857,95.30123624,10.50000111,,9.647731578,5.845745176,-0.787084378
Drew VerHagen,STL,7,2,0,74,0,77.2,8.459229614,4.403434594,1.506438151,0.292792793,0.74211503,0.39914163,0.13265306,94.04693088,4.751074167,,5.368914722,5.220136824,-0.789951354
Jake Arrieta,- - -,5,14,0,24,24,98.2,7.570946434,4.013513772,2.18918933,0.342948718,0.61058345,0.43373494,0.23300971,90.75749969,7.38851399,,6.170034316,4.849723072,-0.792145893
Daniel Norris,- - -,4,7,1,104,3,128.1,9.467533828,4.979221495,1.612987245,0.270186335,0.62972292,0.45454545,0.1965812,91.84100228,5.680520297,,5.27204362,4.422355891,-0.80070588
Matt Bush,- - -,2,5,4,81,6,74,10.82432544,3.040540855,2.31081105,0.225433526,0.69023569,0.37368421,0.22619048,96.79829536,4.500000466,,5.203693169,3.606045072,-0.804616755
Elvin Rodriguez,- - -,0,4,0,8,5,33,8.181818891,4.090909446,3.272727556,0.315789474,0.55825243,0.33962264,0.24,93.28456522,9.545455373,,7.490955057,5.022962132,-0.806604058
Kirk McCarty,CLE,4,3,0,13,2,37.2,6.212389485,3.106194743,2.628318628,0.240740741,0.78651685,0.39316239,0.21568627,92.63550465,4.539823085,,6.643404513,4.851338277,-0.826928496
Kohei Arihara,TEX,3,7,0,15,14,60.2,5.637362874,3.56043971,2.225274819,0.326732673,0.64835165,0.44339623,0.21126761,91.61379653,7.565934383,,6.645549723,5.407206527,-0.840792371
Nate Jones,- - -,0,2,0,20,0,19,6.631580945,5.684212238,3.315790472,0.169811321,0.72916667,0.33333333,0.25,95.63564189,5.684212238,,8.538456792,6.349095056,-0.860847294
Caleb Smith,ARI,5,12,0,89,14,183.2,9.261343526,4.998185395,1.666061798,0.246808511,0.75685904,0.29233871,0.1302682,91.52788186,4.557169036,,5.276936863,5.218392021,-0.865610987
Elieser Hernández,MIA,4,9,0,31,21,114,8.921053079,2.842105406,2.526315916,0.282539683,0.75503356,0.32258065,0.18285714,91.32123625,5.368421322,,5.936783434,4.722083133,-0.880230006
Jerad Eickhoff,- - -,0,3,0,6,5,24,6.375000253,4.125000164,4.125000164,0.337209302,0.55288462,0.30526316,0.28205128,89.97721614,10.87500043,,9.826300491,6.652224276,-0.892725468
David Hess,- - -,2,2,0,15,1,20,8.100000772,4.950000472,4.500000429,0.35483871,0.66666667,0.22535211,0.27027027,94.18130479,9.900000944,,9.670034742,6.434104368,-0.917332545
Bryan Garcia,DET,5,2,2,43,4,59.2,7.391062713,5.279330509,1.960894189,0.281609195,0.66825776,0.36756757,0.16883117,93.8756268,6.184358596,,6.351521871,5.691321376,-0.991983697
Ian Kennedy,- - -,7,9,36,128,0,123,9.292683791,3.365853972,1.97560994,0.275757576,0.76219512,0.25070423,0.14917127,93.64706565,4.609756526,,5.190904803,4.731597388,-1.000264257
Chase De Jong,PIT,7,7,1,57,9,126.2,7.46052714,3.907895168,1.918421264,0.259887006,0.78363384,0.31216931,0.14210526,92.92947803,4.689474202,,5.750739392,5.384183932,-1.005544722
